AssignmentId,WorkerId,HITId,AcceptTime,SubmitTime,ApprovalTime,Answer.name,pub,sigmod,vldb,year,pub/year,vldb/year,sigmod/year
3CP1TO84PUEL68RCPPUMUBAR3US253,AYALPYEQ512PP,36818Z1KV3Q5BC1JYIU6WD0LMFP3AH,Sat May 02 01:12:21 PDT 2015,Sat May 02 01:21:24 PDT 2015,2015-05-02 09:22:37 UTC,Abdul Quamar,6,0,4,5,1.2,0.8,0
3PDJHANYK6TL42U8DT7Y9LUTO8W6HG,AV3CA0IYNRCCJ,3Z8UJEJOCZQR6TRE6CG60IP1GX7392,Fri May 01 10:54:36 PDT 2015,Fri May 01 10:59:05 PDT 2015,2015-05-01 19:02:37 UTC,Hsuan Chiu,2,0,0,4,0.5,0,0
3DI28L7YXBRED629HMNBTM6ZOF8E1Q,A8L450UGY77XB,3V7ICJJAZATVCIPF4AZL1TCXIX6B45,Thu Apr 30 13:46:46 PDT 2015,Thu Apr 30 13:48:42 PDT 2015,2015-04-30 21:52:37 UTC,Kayhan Dursun,5,0,0,2,2.5,0,0
3FFJ6VRIL21QMMJDHM920WLHBIBI06,AYALPYEQ512PP,3XT3KXP24ZBJED7ZT8KHKE0O9EVI65,Fri May 01 22:59:20 PDT 2015,Fri May 01 23:04:57 PDT 2015,2015-05-02 07:07:36 UTC,Xing Niu,5,0,0,1,5,0,0
3FE7TXL1LJ0AZUAA9HIPSM5IZQYQ2N,AYALPYEQ512PP,3BVS8WK9Q08PKPOUPZ1PVUMGNF6IBQ,Fri May 01 15:00:47 PDT 2015,Fri May 01 15:04:34 PDT 2015,2015-05-01 23:07:38 UTC,Milad Gholami,3,0,0,3,1,0,0
3JJVG1YBECAFULR88INXV4DVXYKB5P,ASKDA7P5TIOVT,3MQY1YVHS3XL94AS0WGX8EFZYJAB29,Thu Apr 30 06:49:53 PDT 2015,Thu Apr 30 06:51:10 PDT 2015,2015-04-30 14:52:37 UTC,Daniel Yang Li,5,0,0,4,1.25,0,0
3RRCEFRB7NPXY2N8UD4NQC7HX2X4BL,A8L450UGY77XB,3SA4EMRVJVFGHO8O4EUKKAR9IP50PZ,Thu Apr 30 10:12:37 PDT 2015,Thu Apr 30 10:14:49 PDT 2015,2015-04-30 18:17:38 UTC,Abdul Wasay,1,0,0,1,1,0,0
31HQ4X3T3TNSDWBVBRPZ2IJSM99SLR,A8L450UGY77XB,3P4C70TRMRUN174BQOQGOL55KWTGLK,Tue Apr 28 11:38:15 PDT 2015,Tue Apr 28 11:47:35 PDT 2015,2015-04-28 19:48:02 UTC,"Evangelos E. Papalexakis,",31,1,0,4,7.75,0.25,0.25
3RGU30DZTBLJKBAQO9H0AU7UR0LJME,AYALPYEQ512PP,3HRWUH63QUFF9AICL5N4XGI5ZIF5NT,Fri May 01 13:25:53 PDT 2015,Fri May 01 13:34:53 PDT 2015,2015-05-01 21:37:37 UTC,Ruofei Du,7,0,0,2,3.5,0,0
35L9RVQFCPV66DK99B51PR89RUNHU2,AYALPYEQ512PP,3I7KR83SNAQX2RZLRI85H463RJSK9T,Fri May 01 15:28:17 PDT 2015,Fri May 01 15:31:38 PDT 2015,2015-05-01 23:32:39 UTC,Mohamed Gunady,2,0,0,1,2,0,0
30H4UDGLT3VF6MDOJMMK7QT60ZZMPP,AYALPYEQ512PP,3VCK0Q0PO5RGE3WBOZHSGLMEIA40N3,Fri May 01 17:45:25 PDT 2015,Fri May 01 17:50:29 PDT 2015,2015-05-02 01:52:37 UTC,Srijan Kumar,6,0,0,2,3,0,0
3I7DHKZYGOD5723ODK9TEU4GBV0F5W,AYALPYEQ512PP,3VADEH0UHCAGIXS0DGD4UGXSDHNSPD,Thu Apr 30 00:09:43 PDT 2015,Thu Apr 30 00:28:36 PDT 2015,2015-04-30 08:32:36 UTC,Samuel Robert Collins,1,0,0,18,0.055555556,0,0
3XM0HYN6NLCHUYLB2OY1UIOXRV4EPK,ASKDA7P5TIOVT,3UEDKCTP9V3TO8BSCLAL38FXWT4K7H,Thu Apr 30 09:16:31 PDT 2015,Thu Apr 30 09:17:57 PDT 2015,2015-04-30 17:22:37 UTC,Mohan Yang,8,2,1,5,1.6,0.6,0.4
33UKMF931AXHB9WF90WGYEPVJAQTTC,AYALPYEQ512PP,3KTZHH2ONISSEAGE72F7WL3WWI68MY,Sat May 02 00:42:23 PDT 2015,Sat May 02 00:46:30 PDT 2015,2015-05-02 08:47:36 UTC,Thomas Pensyl,2,0,0,3,0.666666667,0,0
3TYCR1GOTDWPE8X96JJ7YBGVARUZLV,AV3CA0IYNRCCJ,36FQTHX3Z34AUM6B4WU2ROKR4XA3BC,Thu Apr 30 16:56:01 PDT 2015,Thu Apr 30 17:19:16 PDT 2015,2015-05-01 01:22:38 UTC,Fotis Psallidas,4,1,0,4,1,0.25,0.25
3X0H8UUIT218OQNUF5W1BT08LMEWS2,AYALPYEQ512PP,3IHWR4LC7DQ6IRQNMNHF4SWFF9LI8R,Sat May 02 14:29:42 PDT 2015,Sat May 02 14:37:51 PDT 2015,2015-05-02 22:42:37 UTC,Pablo Barrio,3,0,0,5,0.6,0,0
3ATPCQ38J9N8DZW0D6SYBQRIAM1AY9,AV3CA0IYNRCCJ,3UYRNV2KITCYWS1EJ3U790SW18G8NY,Thu Apr 30 18:50:10 PDT 2015,Thu Apr 30 18:53:46 PDT 2015,2015-05-01 02:57:36 UTC,Andrew Crotty,3,0,0,2,1.5,0,0
3QHK8ZVMINVTWAUT0534CT9SJOEBL7,ASKDA7P5TIOVT,3YCT0L9OMMMGFCGNX10CQRSXD2MSNH,Thu Apr 30 04:12:20 PDT 2015,Thu Apr 30 04:15:02 PDT 2015,2015-04-30 12:17:37 UTC,Ali Alkhatib,2,0,0,2,1,0,0
39JEC7537VEF2KYTS915AMDCR5FCVS,A8L450UGY77XB,3DZKABX2ZIIDG00026W3L3ISD22VC7,Wed Apr 29 13:57:02 PDT 2015,Wed Apr 29 13:59:48 PDT 2015,2015-04-29 22:02:37 UTC,Alexander Shkapsky,1,0,1,2,0.5,0.5,0
3KMS4QQVK338PLORK7DZGJNY9OHKFF,AYALPYEQ512PP,3W0KKJIARRMXOMGBMQ2RH8BS7DAK84,Fri May 01 17:50:37 PDT 2015,Fri May 01 18:00:02 PDT 2015,2015-05-02 02:02:37 UTC,Tak Yeon Lee,5,0,0,6,0.833333333,0,0
3RXPCZQMQQOCXKY0NHDZTPRB1X81GJ,AYALPYEQ512PP,3VI0PC2ZAYX6TE2YSQ6C4O9UIRTXO9,Fri May 01 12:38:45 PDT 2015,Fri May 01 12:55:56 PDT 2015,2015-05-01 20:57:37 UTC,John Aloimonos,7,0,0,4,1.75,0,0
3PJUZCGDJ7TFTAVD8WG4GISWBQ6987,AYALPYEQ512PP,363A7XIFV4ZPNL32IS0CF8S4DZHVA5,Sat May 02 05:23:32 PDT 2015,Sat May 02 05:38:05 PDT 2015,2015-05-02 13:42:36 UTC,Peter Sutor,1,0,0,2,0.5,0,0
3EG49X351VPIQSUNIXPKC7INCWPX66,ASKDA7P5TIOVT,31ODACBENUS1I9TFDTSTULN2ID9SQ4,Thu Apr 30 10:04:52 PDT 2015,Thu Apr 30 10:06:15 PDT 2015,2015-04-30 18:07:38 UTC,Eva Sitaridi,9,1,0,5,1.8,0.2,0.2
32AT8R96GMMVWMYPK5H0T5FB053SUX,AYALPYEQ512PP,34OWYT6U3WU6WW9XRFNT4ORQZF3I9G,Fri May 01 15:04:41 PDT 2015,Fri May 01 15:06:52 PDT 2015,2015-05-01 23:07:38 UTC,Jay Ghurye,0,0,0,1,0,0,0
3S3AMIZX3VIT83Y71O1B4075RX7CDN,AYALPYEQ512PP,32K26U12DN1NLS6E22RE590AY2EVD7,Tue Apr 28 20:00:15 PDT 2015,Tue Apr 28 20:04:26 PDT 2015,2015-04-29 04:07:37 UTC,Thomas Marshall,0,0,0,1,0,0,0
3VZLGYJEYMNKE2EYK2MV95BIH0FZXS,ASKDA7P5TIOVT,36FQTHX3Z34AUM6B4WU2ROKR4XAB3K,Thu Apr 30 06:44:57 PDT 2015,Thu Apr 30 06:46:09 PDT 2015,2015-04-30 14:47:38 UTC,Brandon Myers,11,0,1,4,2.75,0.25,0
31JLPPHS2V7WZ0TDY44QMRFAQ1QO3U,AYALPYEQ512PP,3P7RGTLO6EQB7A9QJOM5DZHNX1AKA8,Thu Apr 30 13:00:57 PDT 2015,Thu Apr 30 13:03:14 PDT 2015,2015-04-30 21:07:39 UTC,Samet Ayhan,3,0,0,1,3,0,0
3RGU30DZTBLJKBAQO9H0AU7URZJMJD,ASKDA7P5TIOVT,3BO3NEOQM0UK1FJ2JL1T0J2A5XLIAV,Thu Apr 30 19:20:03 PDT 2015,Thu Apr 30 19:21:12 PDT 2015,2015-05-01 03:22:37 UTC,Reihane Boghrati,5,0,0,3,1.666666667,0,0
3A9AA95ATXZHYFSIRN5YQOIKE4LP5E,AYALPYEQ512PP,3K3G488TR2L0C7V41XFL1ADA4T25QG,Sat May 02 03:48:30 PDT 2015,Sat May 02 03:54:02 PDT 2015,2015-05-02 11:57:37 UTC,Anshul Sawant,6,0,0,3,2,0,0
3PB5A5BD0WJQ86D2CXU8UZIO4HD7GN,AV3CA0IYNRCCJ,334ZEL5JX6SYXXGZYG0P5GS23CRSOW,Thu Apr 30 09:18:23 PDT 2015,Thu Apr 30 09:25:21 PDT 2015,2015-04-30 17:27:36 UTC,Alex Roper,2,0,0,5,0.4,0,0
3WQQ9FUS6B7YH3AA6GU07ONMZOP8BS,AV3CA0IYNRCCJ,3D4BBDG7ZH9T4RYHIWQX28Q9MIA3CJ,Thu Apr 30 08:58:22 PDT 2015,Thu Apr 30 09:04:58 PDT 2015,2015-04-30 17:07:37 UTC,Chun-Hung Hsiao,3,0,0,2,1.5,0,0
3I0BTBYZAYYCCMYIL4V5MKF511C0YX,AYALPYEQ512PP,3MJ28H2Y1ELXRVIOMKNHC5IAPSK5O8,Sat May 02 01:55:10 PDT 2015,Sat May 02 01:59:02 PDT 2015,2015-05-02 10:02:37 UTC,Jinfeng Rao,4,0,0,2,2,0,0
3R6BYFZZP8PE9LNYJQSO6DV04UXFXT,AYALPYEQ512PP,36AZSFEYZ4DU6V8UO608AJCAVH2VB0,Wed Apr 29 19:24:50 PDT 2015,Wed Apr 29 19:30:37 PDT 2015,2015-04-30 03:32:36 UTC,Daniel Yang Li,3,0,0,3,1,0,0
3WJEQKOXA9FBNTLX1HLPX3G833XA1K,AYALPYEQ512PP,3SNR5F7R926NRS0EZQ3FW2S1QCJIEQ,Sat May 02 13:26:00 PDT 2015,Sat May 02 13:32:50 PDT 2015,2015-05-02 21:37:37 UTC,Fan Yang,16,0,0,4,4,0,0
3JW0YLFXRUT1V743ZA628I3TRYBWWG,AYALPYEQ512PP,3EPG8DX9LK3FCVUP1K0W15N0ZXG5PP,Fri May 01 16:04:00 PDT 2015,Fri May 01 16:12:00 PDT 2015,2015-05-02 00:12:36 UTC,Di-Wei Huang,9,0,0,3,3,0,0
3GA6AFUKOP1M7J7QUR902II9EH13HE,AYALPYEQ512PP,375VMB7D4JWIZMME3VSVQKAGQ0IIDX,Fri May 01 14:05:33 PDT 2015,Fri May 01 14:11:01 PDT 2015,2015-05-01 22:12:38 UTC,Shobeir Fakhraei,9,0,0,2,4.5,0,0
3ATPCQ38J9N8DZW0D6SYBQRIANZAY9,AV3CA0IYNRCCJ,3N2YPY1GI6BSDYKEYX2YBRIVYEFVE0,Fri May 01 10:45:46 PDT 2015,Fri May 01 10:49:10 PDT 2015,2015-05-01 18:52:37 UTC,Shi Gao,7,3,1,5,1.4,0.8,0.6
3NQL1CS15SLS5NZYO1JU7D5VVVBVY2,ASKDA7P5TIOVT,3YO4AH2FPDX1H0934R99KFHJNLR0QQ,Thu Apr 30 09:53:07 PDT 2015,Thu Apr 30 09:53:48 PDT 2015,2015-04-30 17:57:37 UTC,Chun-Hung Hsiao,3,0,0,2,1.5,0,0
32ZKVD547G0CG644UZZ4G7FBJ4HB3R,AYALPYEQ512PP,3FO95NVK5CD1UA8FQ8HTZBX7EZBSR5,Sat May 02 05:05:16 PDT 2015,Sat May 02 05:13:32 PDT 2015,2015-05-02 13:17:37 UTC,Amanda Strickler,2,0,0,1,2,0,0
3OSWBBLG1FAHB192SKXYIDSFTJCXD0,ASKDA7P5TIOVT,3MDWE879UHFW9OVRL5VCI1ND4PKB91,Thu Apr 30 21:27:43 PDT 2015,Thu Apr 30 21:29:41 PDT 2015,2015-05-01 05:32:36 UTC,Marie Jacob,10,4,3,5,2,1.4,0.8
34S9DKFK742FXIQPMAX3XWBI8QJNYI,A8L450UGY77XB,3NZ1E5QA6ZED81TFIFIV6LIBIT1B5A,Wed Apr 29 09:30:54 PDT 2015,Wed Apr 29 09:33:47 PDT 2015,2015-04-29 17:37:38 UTC,Wenlei Xie,11,0,1,4,2.75,0.25,0
3NL0RFNU0G0YR5R20QHGPFQ7KX4K4L,ASKDA7P5TIOVT,3CO05SML7VI1T1O3H6Y9P5ROJ7T0RR,Thu Apr 30 21:22:49 PDT 2015,Thu Apr 30 21:23:30 PDT 2015,2015-05-01 05:27:36 UTC,Erfan Zamanian,3,1,0,2,1.5,0.5,0.5
3STRJBFXOX4I8Q6SFRIOXN2Z0XOKTM,AYALPYEQ512PP,3ZQX1VYFTDIGED1QKIUKOPS1RIL8OD,Fri May 01 17:26:31 PDT 2015,Fri May 01 17:30:49 PDT 2015,2015-05-02 01:32:38 UTC,Ugur Koc,3,0,0,1,3,0,0
3QECW5O0KIEFQ7LP84EIVYJH36QT55,ASKDA7P5TIOVT,3SBNLSTU6UI4UCBO3ZGHQFD6MDLDZQ,Thu Apr 30 21:54:23 PDT 2015,Thu Apr 30 21:55:33 PDT 2015,2015-05-01 05:57:37 UTC,Xiaocheng Huang,3,2,0,5,0.6,0.4,0.4
37M28K1J0RQIIA11R6RV13CUXH2JAW,AYALPYEQ512PP,3FI30CQHVKW9R5TTNYS0YRWBEOCB6Q,Thu Apr 30 10:40:37 PDT 2015,Thu Apr 30 10:45:18 PDT 2015,2015-04-30 18:47:38 UTC,Karthik Abinav Sankararaman,1,0,0,1,1,0,0
3SEPORI8WOC8IP659SUHPX0KGHMAZJ,AYALPYEQ512PP,3YKP7CX6G2SSV57Y68XS45W79ZWB7P,Fri May 01 20:23:42 PDT 2015,Fri May 01 20:30:39 PDT 2015,2015-05-02 04:32:36 UTC,Elizabeth McNany,2,0,0,2,1,0,0
3K4J6M3CXF68R8B0J06S4QKE5R2GAA,AYALPYEQ512PP,3CKVGCS3PGIDUGOGWVYEFFWK59C0SF,Sat May 02 05:50:19 PDT 2015,Sat May 02 05:54:36 PDT 2015,2015-05-02 13:57:37 UTC,Aishwarya Thiruvengadam,5,0,1,4,1.25,0.25,0
3WSELTNVR4FCWDX6305Z39Z3VL7ATA,AYALPYEQ512PP,3ICOHX7ENCOCKXJYV0E9QYS54I3E0S,Sat May 02 02:57:28 PDT 2015,Sat May 02 03:05:24 PDT 2015,2015-05-02 11:07:36 UTC,Avinash Sahu,7,0,0,3,2.333333333,0,0
3VNL7UK1XGW7S4EEEGRRHAAUS23TFR,AYALPYEQ512PP,3PEG1BH7AE4GQKEIP2M18A1TFJVKB3,Sat May 02 15:04:36 PDT 2015,Sat May 02 15:12:55 PDT 2015,2015-05-02 23:17:39 UTC,Ioannis Paparrizos,8,0,0,3,2.666666667,0,0
3QXNC7EIPJ8XBLQADS3PN3MEROX90E,A8L450UGY77XB,3NOEP8XAU4FOEEEZ7QJRTOEKSWPXPQ,Wed Apr 29 12:34:54 PDT 2015,Wed Apr 29 12:37:02 PDT 2015,2015-04-29 20:37:37 UTC,Dominik Moritz,5,1,0,1,5,1,1
374TNBHA8C800F3H22PK1Q6ND0HQYH,AYALPYEQ512PP,3AJA9FLWSCBFX60AU1NLEKD12DYIF8,Tue Apr 28 21:12:46 PDT 2015,Tue Apr 28 21:18:29 PDT 2015,2015-04-29 05:22:37 UTC,Akash Das Sarma,7,0,1,2,3.5,0.5,0
3HWRJOOET6FE7Q13U52VPNT8EFBSEE,ASKDA7P5TIOVT,38F60IALAGUE9G1VLV34PKS67SQ0T4,Thu Apr 30 09:33:11 PDT 2015,Thu Apr 30 09:34:02 PDT 2015,2015-04-30 17:37:37 UTC,Ariyam Das,4,0,0,4,1,0,0
3FTOP5WARG1MHX3JZ4U2CX0HOYM0JO,AYALPYEQ512PP,306W7JMRYYBWVJCHGDPYI5S2KJ2B8C,Sat May 02 14:24:53 PDT 2015,Sat May 02 14:29:35 PDT 2015,2015-05-02 22:32:38 UTC,Fei Li,9,3,2,4,2.25,1.25,0.75
308XBLVESJH4Z8P65P00Y5IRPG7RBH,ASKDA7P5TIOVT,33QQ60S6ASVT9TGKL0TEUGE8Q6X0UV,Thu Apr 30 06:06:09 PDT 2015,Thu Apr 30 06:07:06 PDT 2015,2015-04-30 14:07:37 UTC,Liwen Sun,7,1,2,4,1.75,0.75,0.25
3RXCAC0YIS2U8KILM2ME8ZEJE03G80,AYALPYEQ512PP,3W31J70BAS9Z0P6O32IWJU7BX4VKCA,Thu Apr 30 01:51:54 PDT 2015,Thu Apr 30 01:55:53 PDT 2015,2015-04-30 09:57:40 UTC,Jiaqi Gu,1,1,0,1,1,1,1
31JLPPHS2V7WZ0TDY44QMRFAQ3GO3O,AYALPYEQ512PP,362E9TQF2H3LB6W55LT3W5DD3SYIG7,Fri May 01 15:18:05 PDT 2015,Fri May 01 15:24:35 PDT 2015,2015-05-01 23:27:39 UTC,Raul David Guerra,3,0,0,3,1,0,0
